1_1	GUT_GENOME141191_1_1
79_7	GUT_GENOME141191_79_7
79_8	GUT_GENOME141191_79_8
79_9	GUT_GENOME141191_79_9
79_10	GUT_GENOME141191_79_10
79_11	GUT_GENOME141191_79_11
79_12	GUT_GENOME141191_79_12
79_13	GUT_GENOME141191_79_13
79_14	GUT_GENOME141191_79_14
79_15	GUT_GENOME141191_79_15
79_16	GUT_GENOME141191_79_16
79_17	GUT_GENOME141191_79_17
79_18	GUT_GENOME141191_79_18
79_19	GUT_GENOME141191_79_19
80_1	GUT_GENOME141191_80_1
80_2	GUT_GENOME141191_80_2
80_3	GUT_GENOME141191_80_3
80_4	GUT_GENOME141191_80_4
81_1	GUT_GENOME141191_81_1
81_2	GUT_GENOME141191_81_2
81_3	GUT_GENOME141191_81_3
81_4	GUT_GENOME141191_81_4
81_5	GUT_GENOME141191_81_5
81_6	GUT_GENOME141191_81_6
81_7	GUT_GENOME141191_81_7
81_8	GUT_GENOME141191_81_8
81_9	GUT_GENOME141191_81_9
81_10	GUT_GENOME141191_81_10
81_11	GUT_GENOME141191_81_11
81_12	GUT_GENOME141191_81_12
81_13	GUT_GENOME141191_81_13
81_14	GUT_GENOME141191_81_14
81_15	GUT_GENOME141191_81_15
81_16	GUT_GENOME141191_81_16
81_17	GUT_GENOME141191_81_17
81_18	GUT_GENOME141191_81_18
81_19	GUT_GENOME141191_81_19
81_20	GUT_GENOME141191_81_20
81_21	GUT_GENOME141191_81_21
81_22	GUT_GENOME141191_81_22
81_23	GUT_GENOME141191_81_23
81_24	GUT_GENOME141191_81_24
81_25	GUT_GENOME141191_81_25
81_26	GUT_GENOME141191_81_26
81_27	GUT_GENOME141191_81_27
81_28	GUT_GENOME141191_81_28
81_29	GUT_GENOME141191_81_29
81_30	GUT_GENOME141191_81_30
82_1	GUT_GENOME141191_82_1
82_2	GUT_GENOME141191_82_2
83_1	GUT_GENOME141191_83_1
83_2	GUT_GENOME141191_83_2
83_3	GUT_GENOME141191_83_3
83_4	GUT_GENOME141191_83_4
84_1	GUT_GENOME141191_84_1
84_2	GUT_GENOME141191_84_2
84_3	GUT_GENOME141191_84_3
84_4	GUT_GENOME141191_84_4
84_5	GUT_GENOME141191_84_5
84_6	GUT_GENOME141191_84_6
84_7	GUT_GENOME141191_84_7
84_8	GUT_GENOME141191_84_8
84_9	GUT_GENOME141191_84_9
84_10	GUT_GENOME141191_84_10
84_11	GUT_GENOME141191_84_11
84_12	GUT_GENOME141191_84_12
85_1	GUT_GENOME141191_85_1
85_2	GUT_GENOME141191_85_2
85_3	GUT_GENOME141191_85_3
85_4	GUT_GENOME141191_85_4
85_5	GUT_GENOME141191_85_5
85_6	GUT_GENOME141191_85_6
85_7	GUT_GENOME141191_85_7
85_8	GUT_GENOME141191_85_8
86_1	GUT_GENOME141191_86_1
86_2	GUT_GENOME141191_86_2
86_3	GUT_GENOME141191_86_3
86_4	GUT_GENOME141191_86_4
86_5	GUT_GENOME141191_86_5
86_6	GUT_GENOME141191_86_6
86_7	GUT_GENOME141191_86_7
86_8	GUT_GENOME141191_86_8
86_9	GUT_GENOME141191_86_9
86_10	GUT_GENOME141191_86_10
86_11	GUT_GENOME141191_86_11
86_12	GUT_GENOME141191_86_12
86_13	GUT_GENOME141191_86_13
86_14	GUT_GENOME141191_86_14
86_15	GUT_GENOME141191_86_15
87_1	GUT_GENOME141191_87_1
87_2	GUT_GENOME141191_87_2
88_1	GUT_GENOME141191_88_1
88_2	GUT_GENOME141191_88_2
88_3	GUT_GENOME141191_88_3
88_4	GUT_GENOME141191_88_4
88_5	GUT_GENOME141191_88_5
88_6	GUT_GENOME141191_88_6
88_7	GUT_GENOME141191_88_7
88_8	GUT_GENOME141191_88_8
88_9	GUT_GENOME141191_88_9
88_10	GUT_GENOME141191_88_10
88_11	GUT_GENOME141191_88_11
88_12	GUT_GENOME141191_88_12
88_13	GUT_GENOME141191_88_13
88_14	GUT_GENOME141191_88_14
88_15	GUT_GENOME141191_88_15
88_16	GUT_GENOME141191_88_16
88_17	GUT_GENOME141191_88_17
88_18	GUT_GENOME141191_88_18
88_19	GUT_GENOME141191_88_19
88_20	GUT_GENOME141191_88_20
88_21	GUT_GENOME141191_88_21
88_22	GUT_GENOME141191_88_22
88_23	GUT_GENOME141191_88_23
88_24	GUT_GENOME141191_88_24
88_25	GUT_GENOME141191_88_25
88_26	GUT_GENOME141191_88_26
88_27	GUT_GENOME141191_88_27
88_28	GUT_GENOME141191_88_28
88_29	GUT_GENOME141191_88_29
88_30	GUT_GENOME141191_88_30
88_31	GUT_GENOME141191_88_31
88_32	GUT_GENOME141191_88_32
88_33	GUT_GENOME141191_88_33
88_34	GUT_GENOME141191_88_34
88_35	GUT_GENOME141191_88_35
88_36	GUT_GENOME141191_88_36
88_37	GUT_GENOME141191_88_37
88_38	GUT_GENOME141191_88_38
88_39	GUT_GENOME141191_88_39
89_1	GUT_GENOME141191_89_1
89_2	GUT_GENOME141191_89_2
89_3	GUT_GENOME141191_89_3
90_1	GUT_GENOME141191_90_1
90_2	GUT_GENOME141191_90_2
90_3	GUT_GENOME141191_90_3
90_4	GUT_GENOME141191_90_4
90_5	GUT_GENOME141191_90_5
91_1	GUT_GENOME141191_91_1
91_2	GUT_GENOME141191_91_2
91_3	GUT_GENOME141191_91_3
91_4	GUT_GENOME141191_91_4
91_5	GUT_GENOME141191_91_5
91_6	GUT_GENOME141191_91_6
92_1	GUT_GENOME141191_92_1
92_2	GUT_GENOME141191_92_2
92_3	GUT_GENOME141191_92_3
92_4	GUT_GENOME141191_92_4
92_5	GUT_GENOME141191_92_5
92_6	GUT_GENOME141191_92_6
93_1	GUT_GENOME141191_93_1
93_2	GUT_GENOME141191_93_2
93_3	GUT_GENOME141191_93_3
93_4	GUT_GENOME141191_93_4
93_5	GUT_GENOME141191_93_5
93_6	GUT_GENOME141191_93_6
93_7	GUT_GENOME141191_93_7
93_8	GUT_GENOME141191_93_8
93_9	GUT_GENOME141191_93_9
93_10	GUT_GENOME141191_93_10
93_11	GUT_GENOME141191_93_11
93_12	GUT_GENOME141191_93_12
93_13	GUT_GENOME141191_93_13
93_14	GUT_GENOME141191_93_14
93_15	GUT_GENOME141191_93_15
94_1	GUT_GENOME141191_94_1
94_2	GUT_GENOME141191_94_2
95_1	GUT_GENOME141191_95_1
95_2	GUT_GENOME141191_95_2
95_3	GUT_GENOME141191_95_3
96_1	GUT_GENOME141191_96_1
96_2	GUT_GENOME141191_96_2
96_3	GUT_GENOME141191_96_3
96_4	GUT_GENOME141191_96_4
96_5	GUT_GENOME141191_96_5
96_6	GUT_GENOME141191_96_6
96_7	GUT_GENOME141191_96_7
96_8	GUT_GENOME141191_96_8
96_9	GUT_GENOME141191_96_9
96_10	GUT_GENOME141191_96_10
97_1	GUT_GENOME141191_97_1
97_2	GUT_GENOME141191_97_2
97_3	GUT_GENOME141191_97_3
97_4	GUT_GENOME141191_97_4
97_5	GUT_GENOME141191_97_5
98_1	GUT_GENOME141191_98_1
98_2	GUT_GENOME141191_98_2
98_3	GUT_GENOME141191_98_3
98_4	GUT_GENOME141191_98_4
98_5	GUT_GENOME141191_98_5
98_6	GUT_GENOME141191_98_6
98_7	GUT_GENOME141191_98_7
98_8	GUT_GENOME141191_98_8
99_1	GUT_GENOME141191_99_1
99_2	GUT_GENOME141191_99_2
99_3	GUT_GENOME141191_99_3
99_4	GUT_GENOME141191_99_4
100_1	GUT_GENOME141191_100_1
100_2	GUT_GENOME141191_100_2
100_3	GUT_GENOME141191_100_3
100_4	GUT_GENOME141191_100_4
100_5	GUT_GENOME141191_100_5
100_6	GUT_GENOME141191_100_6
100_7	GUT_GENOME141191_100_7
100_8	GUT_GENOME141191_100_8
100_9	GUT_GENOME141191_100_9
100_10	GUT_GENOME141191_100_10
100_11	GUT_GENOME141191_100_11
101_1	GUT_GENOME141191_101_1
101_2	GUT_GENOME141191_101_2
101_3	GUT_GENOME141191_101_3
101_4	GUT_GENOME141191_101_4
101_5	GUT_GENOME141191_101_5
101_6	GUT_GENOME141191_101_6
101_7	GUT_GENOME141191_101_7
101_8	GUT_GENOME141191_101_8
101_9	GUT_GENOME141191_101_9
101_10	GUT_GENOME141191_101_10
101_11	GUT_GENOME141191_101_11
101_12	GUT_GENOME141191_101_12
101_13	GUT_GENOME141191_101_13
102_1	GUT_GENOME141191_102_1
102_2	GUT_GENOME141191_102_2
102_3	GUT_GENOME141191_102_3
103_1	GUT_GENOME141191_103_1
103_2	GUT_GENOME141191_103_2
103_3	GUT_GENOME141191_103_3
103_4	GUT_GENOME141191_103_4
103_5	GUT_GENOME141191_103_5
103_6	GUT_GENOME141191_103_6
103_7	GUT_GENOME141191_103_7
103_8	GUT_GENOME141191_103_8
103_9	GUT_GENOME141191_103_9
103_10	GUT_GENOME141191_103_10
103_11	GUT_GENOME141191_103_11
103_12	GUT_GENOME141191_103_12
103_13	GUT_GENOME141191_103_13
103_14	GUT_GENOME141191_103_14
104_1	GUT_GENOME141191_104_1
104_2	GUT_GENOME141191_104_2
104_3	GUT_GENOME141191_104_3
104_4	GUT_GENOME141191_104_4
104_5	GUT_GENOME141191_104_5
104_6	GUT_GENOME141191_104_6
104_7	GUT_GENOME141191_104_7
104_8	GUT_GENOME141191_104_8
104_9	GUT_GENOME141191_104_9
104_10	GUT_GENOME141191_104_10
104_11	GUT_GENOME141191_104_11
104_12	GUT_GENOME141191_104_12
104_13	GUT_GENOME141191_104_13
105_1	GUT_GENOME141191_105_1
105_2	GUT_GENOME141191_105_2
105_3	GUT_GENOME141191_105_3
105_4	GUT_GENOME141191_105_4
106_1	GUT_GENOME141191_106_1
107_1	GUT_GENOME141191_107_1
107_2	GUT_GENOME141191_107_2
107_3	GUT_GENOME141191_107_3
107_4	GUT_GENOME141191_107_4
107_5	GUT_GENOME141191_107_5
107_6	GUT_GENOME141191_107_6
107_7	GUT_GENOME141191_107_7
107_8	GUT_GENOME141191_107_8
107_9	GUT_GENOME141191_107_9
108_1	GUT_GENOME141191_108_1
108_2	GUT_GENOME141191_108_2
108_3	GUT_GENOME141191_108_3
109_1	GUT_GENOME141191_109_1
109_2	GUT_GENOME141191_109_2
109_3	GUT_GENOME141191_109_3
109_4	GUT_GENOME141191_109_4
109_5	GUT_GENOME141191_109_5
109_6	GUT_GENOME141191_109_6
110_1	GUT_GENOME141191_110_1
110_2	GUT_GENOME141191_110_2
110_3	GUT_GENOME141191_110_3
110_4	GUT_GENOME141191_110_4
110_5	GUT_GENOME141191_110_5
111_1	GUT_GENOME141191_111_1
111_2	GUT_GENOME141191_111_2
112_1	GUT_GENOME141191_112_1
112_2	GUT_GENOME141191_112_2
112_3	GUT_GENOME141191_112_3
113_1	GUT_GENOME141191_113_1
113_2	GUT_GENOME141191_113_2
113_3	GUT_GENOME141191_113_3
113_4	GUT_GENOME141191_113_4
113_5	GUT_GENOME141191_113_5
114_1	GUT_GENOME141191_114_1
114_2	GUT_GENOME141191_114_2
114_3	GUT_GENOME141191_114_3
114_4	GUT_GENOME141191_114_4
114_5	GUT_GENOME141191_114_5
114_6	GUT_GENOME141191_114_6
114_7	GUT_GENOME141191_114_7
114_8	GUT_GENOME141191_114_8
115_1	GUT_GENOME141191_115_1
115_2	GUT_GENOME141191_115_2
115_3	GUT_GENOME141191_115_3
116_1	GUT_GENOME141191_116_1
117_1	GUT_GENOME141191_117_1
117_2	GUT_GENOME141191_117_2
118_1	GUT_GENOME141191_118_1
118_2	GUT_GENOME141191_118_2
118_3	GUT_GENOME141191_118_3
119_1	GUT_GENOME141191_119_1
119_2	GUT_GENOME141191_119_2
120_1	GUT_GENOME141191_120_1
120_2	GUT_GENOME141191_120_2
121_1	GUT_GENOME141191_121_1
121_2	GUT_GENOME141191_121_2
121_3	GUT_GENOME141191_121_3
122_1	GUT_GENOME141191_122_1
122_2	GUT_GENOME141191_122_2
123_1	GUT_GENOME141191_123_1
123_2	GUT_GENOME141191_123_2
123_3	GUT_GENOME141191_123_3
124_1	GUT_GENOME141191_124_1
124_2	GUT_GENOME141191_124_2
124_3	GUT_GENOME141191_124_3
124_4	GUT_GENOME141191_124_4
125_1	GUT_GENOME141191_125_1
125_2	GUT_GENOME141191_125_2
126_1	GUT_GENOME141191_126_1
126_2	GUT_GENOME141191_126_2
126_3	GUT_GENOME141191_126_3
126_4	GUT_GENOME141191_126_4
126_5	GUT_GENOME141191_126_5
126_6	GUT_GENOME141191_126_6
127_1	GUT_GENOME141191_127_1
128_1	GUT_GENOME141191_128_1
128_2	GUT_GENOME141191_128_2
129_1	GUT_GENOME141191_129_1
129_2	GUT_GENOME141191_129_2
130_1	GUT_GENOME141191_130_1
130_2	GUT_GENOME141191_130_2
131_1	GUT_GENOME141191_131_1
131_2	GUT_GENOME141191_131_2
131_3	GUT_GENOME141191_131_3
131_4	GUT_GENOME141191_131_4
132_1	GUT_GENOME141191_132_1
132_2	GUT_GENOME141191_132_2
132_3	GUT_GENOME141191_132_3
132_4	GUT_GENOME141191_132_4
132_5	GUT_GENOME141191_132_5
132_6	GUT_GENOME141191_132_6
133_1	GUT_GENOME141191_133_1
133_2	GUT_GENOME141191_133_2
134_1	GUT_GENOME141191_134_1
134_2	GUT_GENOME141191_134_2
134_3	GUT_GENOME141191_134_3
134_4	GUT_GENOME141191_134_4
134_5	GUT_GENOME141191_134_5
134_6	GUT_GENOME141191_134_6
134_7	GUT_GENOME141191_134_7
134_8	GUT_GENOME141191_134_8
134_9	GUT_GENOME141191_134_9
134_10	GUT_GENOME141191_134_10
134_11	GUT_GENOME141191_134_11
134_12	GUT_GENOME141191_134_12
135_1	GUT_GENOME141191_135_1
136_1	GUT_GENOME141191_136_1
137_1	GUT_GENOME141191_137_1
137_2	GUT_GENOME141191_137_2
138_1	GUT_GENOME141191_138_1
138_2	GUT_GENOME141191_138_2
138_3	GUT_GENOME141191_138_3
139_1	GUT_GENOME141191_139_1
139_2	GUT_GENOME141191_139_2
139_3	GUT_GENOME141191_139_3
140_1	GUT_GENOME141191_140_1
140_2	GUT_GENOME141191_140_2
140_3	GUT_GENOME141191_140_3
141_1	GUT_GENOME141191_141_1
142_1	GUT_GENOME141191_142_1
142_2	GUT_GENOME141191_142_2
142_3	GUT_GENOME141191_142_3
142_4	GUT_GENOME141191_142_4
143_1	GUT_GENOME141191_143_1
143_2	GUT_GENOME141191_143_2
143_3	GUT_GENOME141191_143_3
143_4	GUT_GENOME141191_143_4
143_5	GUT_GENOME141191_143_5
144_1	GUT_GENOME141191_144_1
144_2	GUT_GENOME141191_144_2
144_3	GUT_GENOME141191_144_3
144_4	GUT_GENOME141191_144_4
144_5	GUT_GENOME141191_144_5
144_6	GUT_GENOME141191_144_6
144_7	GUT_GENOME141191_144_7
144_8	GUT_GENOME141191_144_8
145_1	GUT_GENOME141191_145_1
146_1	GUT_GENOME141191_146_1
147_1	GUT_GENOME141191_147_1
147_2	GUT_GENOME141191_147_2
148_1	GUT_GENOME141191_148_1
149_1	GUT_GENOME141191_149_1
150_1	GUT_GENOME141191_150_1
150_2	GUT_GENOME141191_150_2
150_3	GUT_GENOME141191_150_3
150_4	GUT_GENOME141191_150_4
150_5	GUT_GENOME141191_150_5
150_6	GUT_GENOME141191_150_6
151_1	GUT_GENOME141191_151_1
152_1	GUT_GENOME141191_152_1
152_2	GUT_GENOME141191_152_2
152_3	GUT_GENOME141191_152_3
152_4	GUT_GENOME141191_152_4
153_1	GUT_GENOME141191_153_1
153_2	GUT_GENOME141191_153_2
154_1	GUT_GENOME141191_154_1
155_1	GUT_GENOME141191_155_1
155_2	GUT_GENOME141191_155_2
156_1	GUT_GENOME141191_156_1
157_1	GUT_GENOME141191_157_1
157_2	GUT_GENOME141191_157_2
158_1	GUT_GENOME141191_158_1
158_2	GUT_GENOME141191_158_2
158_3	GUT_GENOME141191_158_3
158_4	GUT_GENOME141191_158_4
158_5	GUT_GENOME141191_158_5
158_6	GUT_GENOME141191_158_6
159_1	GUT_GENOME141191_159_1
160_1	GUT_GENOME141191_160_1
160_2	GUT_GENOME141191_160_2
160_3	GUT_GENOME141191_160_3
161_1	GUT_GENOME141191_161_1
161_2	GUT_GENOME141191_161_2
162_1	GUT_GENOME141191_162_1
162_2	GUT_GENOME141191_162_2
163_1	GUT_GENOME141191_163_1
164_1	GUT_GENOME141191_164_1
164_2	GUT_GENOME141191_164_2
164_3	GUT_GENOME141191_164_3
164_4	GUT_GENOME141191_164_4
165_1	GUT_GENOME141191_165_1
165_2	GUT_GENOME141191_165_2
165_3	GUT_GENOME141191_165_3
166_1	GUT_GENOME141191_166_1
167_1	GUT_GENOME141191_167_1
168_1	GUT_GENOME141191_168_1
168_2	GUT_GENOME141191_168_2
169_1	GUT_GENOME141191_169_1
169_2	GUT_GENOME141191_169_2
170_1	GUT_GENOME141191_170_1
170_2	GUT_GENOME141191_170_2
170_3	GUT_GENOME141191_170_3
171_1	GUT_GENOME141191_171_1
172_1	GUT_GENOME141191_172_1
173_1	GUT_GENOME141191_173_1
174_1	GUT_GENOME141191_174_1
174_2	GUT_GENOME141191_174_2
175_1	GUT_GENOME141191_175_1
175_2	GUT_GENOME141191_175_2
175_3	GUT_GENOME141191_175_3
176_1	GUT_GENOME141191_176_1
178_1	GUT_GENOME141191_178_1
178_2	GUT_GENOME141191_178_2
178_3	GUT_GENOME141191_178_3
179_1	GUT_GENOME141191_179_1
180_1	GUT_GENOME141191_180_1
180_2	GUT_GENOME141191_180_2
180_3	GUT_GENOME141191_180_3
181_1	GUT_GENOME141191_181_1
182_1	GUT_GENOME141191_182_1
182_2	GUT_GENOME141191_182_2
183_1	GUT_GENOME141191_183_1
184_1	GUT_GENOME141191_184_1
185_1	GUT_GENOME141191_185_1
185_2	GUT_GENOME141191_185_2
186_1	GUT_GENOME141191_186_1
187_1	GUT_GENOME141191_187_1
187_2	GUT_GENOME141191_187_2
188_1	GUT_GENOME141191_188_1
188_2	GUT_GENOME141191_188_2
189_1	GUT_GENOME141191_189_1
189_2	GUT_GENOME141191_189_2
190_1	GUT_GENOME141191_190_1
191_1	GUT_GENOME141191_191_1
191_2	GUT_GENOME141191_191_2
192_1	GUT_GENOME141191_192_1
192_2	GUT_GENOME141191_192_2
193_1	GUT_GENOME141191_193_1
193_2	GUT_GENOME141191_193_2
194_1	GUT_GENOME141191_194_1
195_1	GUT_GENOME141191_195_1
195_2	GUT_GENOME141191_195_2
195_3	GUT_GENOME141191_195_3
196_1	GUT_GENOME141191_196_1
197_1	GUT_GENOME141191_197_1
197_2	GUT_GENOME141191_197_2
197_3	GUT_GENOME141191_197_3
198_1	GUT_GENOME141191_198_1
199_1	GUT_GENOME141191_199_1
200_1	GUT_GENOME141191_200_1
201_1	GUT_GENOME141191_201_1
201_2	GUT_GENOME141191_201_2
202_1	GUT_GENOME141191_202_1
203_1	GUT_GENOME141191_203_1
204_1	GUT_GENOME141191_204_1
204_2	GUT_GENOME141191_204_2
205_1	GUT_GENOME141191_205_1
206_1	GUT_GENOME141191_206_1
206_2	GUT_GENOME141191_206_2
207_1	GUT_GENOME141191_207_1
208_1	GUT_GENOME141191_208_1
209_1	GUT_GENOME141191_209_1
210_1	GUT_GENOME141191_210_1
211_1	GUT_GENOME141191_211_1
211_2	GUT_GENOME141191_211_2
212_1	GUT_GENOME141191_212_1
212_2	GUT_GENOME141191_212_2
213_1	GUT_GENOME141191_213_1
214_1	GUT_GENOME141191_214_1
214_2	GUT_GENOME141191_214_2
215_1	GUT_GENOME141191_215_1
215_2	GUT_GENOME141191_215_2
215_3	GUT_GENOME141191_215_3
216_1	GUT_GENOME141191_216_1
217_1	GUT_GENOME141191_217_1
218_1	GUT_GENOME141191_218_1
219_1	GUT_GENOME141191_219_1
221_1	GUT_GENOME141191_221_1
222_1	GUT_GENOME141191_222_1
223_1	GUT_GENOME141191_223_1
224_1	GUT_GENOME141191_224_1
225_1	GUT_GENOME141191_225_1
226_1	GUT_GENOME141191_226_1
227_1	GUT_GENOME141191_227_1
228_1	GUT_GENOME141191_228_1
229_1	GUT_GENOME141191_229_1
230_1	GUT_GENOME141191_230_1
231_1	GUT_GENOME141191_231_1
232_1	GUT_GENOME141191_232_1
233_1	GUT_GENOME141191_233_1
234_1	GUT_GENOME141191_234_1
234_2	GUT_GENOME141191_234_2
235_1	GUT_GENOME141191_235_1
236_1	GUT_GENOME141191_236_1
237_1	GUT_GENOME141191_237_1
237_2	GUT_GENOME141191_237_2
238_1	GUT_GENOME141191_238_1
238_2	GUT_GENOME141191_238_2
240_1	GUT_GENOME141191_240_1
241_1	GUT_GENOME141191_241_1
242_1	GUT_GENOME141191_242_1
243_1	GUT_GENOME141191_243_1
244_1	GUT_GENOME141191_244_1
245_1	GUT_GENOME141191_245_1
246_1	GUT_GENOME141191_246_1
